date_game,opp_name,game_result,pts,opp_pts,wins,losses,game_streak
"Tue, Oct 25, 2016",Golden State Warriors,W,129,100,1,0,W 1
"Thu, Oct 27, 2016",Sacramento Kings,W,102,94,2,0,W 2
"Sat, Oct 29, 2016",New Orleans Pelicans,W,98,79,3,0,W 3
"Sun, Oct 30, 2016",Miami Heat,W,106,99,4,0,W 4
"Tue, Nov 1, 2016",Utah Jazz,L,91,106,4,1,L 1
"Fri, Nov 4, 2016",Utah Jazz,W,100,86,5,1,W 1
"Sat, Nov 5, 2016",Los Angeles Clippers,L,92,116,5,2,L 1
"Wed, Nov 9, 2016",Houston Rockets,L,99,101,5,3,L 2
"Fri, Nov 11, 2016",Detroit Pistons,W,96,86,6,3,W 1
"Sat, Nov 12, 2016",Houston Rockets,W,106,100,7,3,W 2
"Mon, Nov 14, 2016",Miami Heat,W,94,90,8,3,W 3
"Wed, Nov 16, 2016",Sacramento Kings,W,110,105,9,3,W 4
"Fri, Nov 18, 2016",Los Angeles Lakers,W,116,107,10,3,W 5
"Mon, Nov 21, 2016",Dallas Mavericks,W,96,91,11,3,W 6
"Wed, Nov 23, 2016",Charlotte Hornets,W,119,114,12,3,W 7
"Fri, Nov 25, 2016",Boston Celtics,W,109,103,13,3,W 8
"Sat, Nov 26, 2016",Washington Wizards,W,112,100,14,3,W 9
"Tue, Nov 29, 2016",Orlando Magic,L,83,95,14,4,L 1
"Wed, Nov 30, 2016",Dallas Mavericks,W,94,87,15,4,W 1
"Fri, Dec 2, 2016",Washington Wizards,W,107,105,16,4,W 2
"Mon, Dec 5, 2016",Milwaukee Bucks,W,97,96,17,4,W 3
"Tue, Dec 6, 2016",Minnesota Timberwolves,W,105,91,18,4,W 4
"Thu, Dec 8, 2016",Chicago Bulls,L,91,95,18,5,L 1
"Sat, Dec 10, 2016",Brooklyn Nets,W,130,101,19,5,W 1
"Wed, Dec 14, 2016",Boston Celtics,W,108,101,20,5,W 2
"Thu, Dec 15, 2016",Phoenix Suns,W,107,92,21,5,W 3
"Sun, Dec 18, 2016",New Orleans Pelicans,W,113,100,22,5,W 4
"Tue, Dec 20, 2016",Houston Rockets,W,102,100,23,5,W 5
"Thu, Dec 22, 2016",Los Angeles Clippers,L,101,106,23,6,L 1
"Fri, Dec 23, 2016",Portland Trail Blazers,W,110,90,24,6,W 1
"Sun, Dec 25, 2016",Chicago Bulls,W,119,100,25,6,W 2
"Wed, Dec 28, 2016",Phoenix Suns,W,119,98,26,6,W 3
"Fri, Dec 30, 2016",Portland Trail Blazers,W,110,94,27,6,W 4
"Sun, Jan 1, 2017",Atlanta Hawks,L,112,114,27,7,L 1
"Tue, Jan 3, 2017",Toronto Raptors,W,110,82,28,7,W 1
"Thu, Jan 5, 2017",Denver Nuggets,W,127,99,29,7,W 2
"Sat, Jan 7, 2017",Charlotte Hornets,W,102,85,30,7,W 3
"Tue, Jan 10, 2017",Milwaukee Bucks,L,107,109,30,8,L 1
"Thu, Jan 12, 2017",Los Angeles Lakers,W,134,94,31,8,W 1
"Sat, Jan 14, 2017",Phoenix Suns,L,105,108,31,9,L 1
"Tue, Jan 17, 2017",Minnesota Timberwolves,W,122,114,32,9,W 1
"Thu, Jan 19, 2017",Denver Nuggets,W,118,104,33,9,W 2
"Sat, Jan 21, 2017",Cleveland Cavaliers,W,118,115,34,9,W 3
"Mon, Jan 23, 2017",Brooklyn Nets,W,112,86,35,9,W 4
"Tue, Jan 24, 2017",Toronto Raptors,W,108,106,36,9,W 5
"Fri, Jan 27, 2017",New Orleans Pelicans,L,103,119,36,10,L 1
"Sun, Jan 29, 2017",Dallas Mavericks,L,101,105,36,11,L 2
"Tue, Jan 31, 2017",Oklahoma City Thunder,W,108,94,37,11,W 1
"Thu, Feb 2, 2017",Philadelphia 76ers,W,102,86,38,11,W 2
"Sat, Feb 4, 2017",Denver Nuggets,W,121,97,39,11,W 3
"Mon, Feb 6, 2017",Memphis Grizzlies,L,74,89,39,12,L 1
"Wed, Feb 8, 2017",Philadelphia 76ers,W,111,103,40,12,W 1
"Fri, Feb 10, 2017",Detroit Pistons,W,103,92,41,12,W 2
"Sun, Feb 12, 2017",New York Knicks,L,90,94,41,13,L 1
"Mon, Feb 13, 2017",Indiana Pacers,W,110,106,42,13,W 1
"Wed, Feb 15, 2017",Orlando Magic,W,107,79,43,13,W 2
"Fri, Feb 24, 2017",Los Angeles Clippers,W,105,97,44,13,W 3
"Sun, Feb 26, 2017",Los Angeles Lakers,W,119,98,45,13,W 4
"Wed, Mar 1, 2017",Indiana Pacers,W,100,99,46,13,W 5
"Fri, Mar 3, 2017",New Orleans Pelicans,W,101,98,47,13,W 6
"Sat, Mar 4, 2017",Minnesota Timberwolves,W,97,90,48,13,W 7
"Mon, Mar 6, 2017",Houston Rockets,W,112,110,49,13,W 8
"Wed, Mar 8, 2017",Sacramento Kings,W,114,104,50,13,W 9
"Thu, Mar 9, 2017",Oklahoma City Thunder,L,92,102,50,14,L 1
"Sat, Mar 11, 2017",Golden State Warriors,W,107,85,51,14,W 1
"Mon, Mar 13, 2017",Atlanta Hawks,W,107,99,52,14,W 2
"Wed, Mar 15, 2017",Portland Trail Blazers,L,106,110,52,15,L 1
"Sat, Mar 18, 2017",Memphis Grizzlies,L,96,104,52,16,L 2
"Sun, Mar 19, 2017",Sacramento Kings,W,118,102,53,16,W 1
"Tue, Mar 21, 2017",Minnesota Timberwolves,W,100,93,54,16,W 2
"Thu, Mar 23, 2017",Memphis Grizzlies,W,97,90,55,16,W 3
"Sat, Mar 25, 2017",New York Knicks,W,106,98,56,16,W 4
"Mon, Mar 27, 2017",Cleveland Cavaliers,W,103,74,57,16,W 5
"Wed, Mar 29, 2017",Golden State Warriors,L,98,110,57,17,L 1
"Fri, Mar 31, 2017",Oklahoma City Thunder,W,100,95,58,17,W 1
