date_game,opp_name,game_result,pts,opp_pts,wins,losses,game_streak
"Wed, Oct 18, 2017",Detroit Pistons,L,90,102,0,1,L 1
"Fri, Oct 20, 2017",Atlanta Hawks,W,109,91,1,1,W 1
"Mon, Oct 23, 2017",Milwaukee Bucks,L,94,103,1,2,L 1
"Wed, Oct 25, 2017",Denver Nuggets,W,110,93,2,2,W 1
"Fri, Oct 27, 2017",Houston Rockets,L,93,109,2,3,L 1
"Sun, Oct 29, 2017",Orlando Magic,W,120,113,3,3,W 1
"Mon, Oct 30, 2017",Memphis Grizzlies,W,104,99,4,3,W 2
"Wed, Nov 1, 2017",Milwaukee Bucks,W,126,121,5,3,W 3
"Fri, Nov 3, 2017",San Antonio Spurs,L,101,108,5,4,L 1
"Sun, Nov 5, 2017",Minnesota Timberwolves,L,94,112,5,5,L 2
"Tue, Nov 7, 2017",New York Knicks,L,113,118,5,6,L 3
"Fri, Nov 10, 2017",Boston Celtics,L,87,90,5,7,L 4
"Wed, Nov 15, 2017",Cleveland Cavaliers,L,107,115,5,8,L 5
"Fri, Nov 17, 2017",Chicago Bulls,L,120,123,5,9,L 6
"Sat, Nov 18, 2017",Los Angeles Clippers,W,102,87,6,9,W 1
"Mon, Nov 20, 2017",Minnesota Timberwolves,W,118,102,7,9,W 2
"Wed, Nov 22, 2017",Washington Wizards,W,129,124,8,9,W 3
"Fri, Nov 24, 2017",Cleveland Cavaliers,L,99,100,8,10,L 1
"Sat, Nov 25, 2017",San Antonio Spurs,L,86,106,8,11,L 2
"Wed, Nov 29, 2017",Toronto Raptors,L,113,126,8,12,L 3
"Fri, Dec 1, 2017",Miami Heat,L,100,105,8,13,L 4
"Mon, Dec 4, 2017",Orlando Magic,W,104,94,9,13,W 1
"Wed, Dec 6, 2017",Golden State Warriors,L,87,101,9,14,L 1
"Fri, Dec 8, 2017",Chicago Bulls,L,111,119,9,15,L 2
"Sat, Dec 9, 2017",Los Angeles Lakers,L,99,110,9,16,L 3
"Mon, Dec 11, 2017",Oklahoma City Thunder,W,116,103,10,16,W 1
"Wed, Dec 13, 2017",Houston Rockets,L,96,108,10,17,L 1
"Fri, Dec 15, 2017",Miami Heat,L,98,104,10,18,L 2
"Sat, Dec 16, 2017",Portland Trail Blazers,L,91,93,10,19,L 3
"Mon, Dec 18, 2017",New York Knicks,W,109,91,11,19,W 1
"Wed, Dec 20, 2017",Toronto Raptors,L,111,129,11,20,L 1
"Fri, Dec 22, 2017",Milwaukee Bucks,L,104,109,11,21,L 2
"Sat, Dec 23, 2017",Milwaukee Bucks,W,111,106,12,21,W 1
"Wed, Dec 27, 2017",Boston Celtics,L,91,102,12,22,L 1
"Fri, Dec 29, 2017",Golden State Warriors,W,111,100,13,22,W 1
"Sun, Dec 31, 2017",Los Angeles Clippers,L,98,106,13,23,L 1
"Tue, Jan 2, 2018",Sacramento Kings,W,131,111,14,23,W 1
