date_game,opp_name,game_result,pts,opp_pts,wins,losses,game_streak
"Tue, Oct 28, 2014",San Antonio Spurs,L,100,101,0,1,L 1
"Thu, Oct 30, 2014",Utah Jazz,W,120,102,1,1,W 1
"Sat, Nov 1, 2014",New Orleans Pelicans,W,109,104,2,1,W 2
"Mon, Nov 3, 2014",Boston Celtics,W,118,113,3,1,W 3
"Thu, Nov 6, 2014",Portland Trail Blazers,L,87,108,3,2,L 1
"Fri, Nov 7, 2014",Utah Jazz,W,105,82,4,2,W 1
"Sun, Nov 9, 2014",Miami Heat,L,96,105,4,3,L 1
"Tue, Nov 11, 2014",Sacramento Kings,W,106,98,5,3,W 1
"Thu, Nov 13, 2014",Philadelphia 76ers,W,123,70,6,3,W 2
"Sat, Nov 15, 2014",Minnesota Timberwolves,W,131,117,7,3,W 3
"Mon, Nov 17, 2014",Charlotte Hornets,W,107,80,8,3,W 4
"Wed, Nov 19, 2014",Washington Wizards,W,105,102,9,3,W 5
"Fri, Nov 21, 2014",Los Angeles Lakers,W,140,106,10,3,W 6
"Sat, Nov 22, 2014",Houston Rockets,L,92,95,10,4,L 1
"Mon, Nov 24, 2014",Indiana Pacers,L,100,111,10,5,L 2
"Wed, Nov 26, 2014",New York Knicks,W,109,102,11,5,W 1
"Fri, Nov 28, 2014",Toronto Raptors,W,106,102,12,5,W 2
"Sat, Nov 29, 2014",Philadelphia 76ers,W,110,103,13,5,W 3
"Tue, Dec 2, 2014",Chicago Bulls,W,132,129,14,5,W 4
"Wed, Dec 3, 2014",Milwaukee Bucks,W,107,105,15,5,W 5
"Fri, Dec 5, 2014",Phoenix Suns,L,106,118,15,6,L 1
"Sun, Dec 7, 2014",Milwaukee Bucks,W,125,102,16,6,W 1
"Tue, Dec 9, 2014",Memphis Grizzlies,L,105,114,16,7,L 1
"Wed, Dec 10, 2014",New Orleans Pelicans,W,112,107,17,7,W 1
"Sat, Dec 13, 2014",Golden State Warriors,L,98,105,17,8,L 1
"Tue, Dec 16, 2014",New York Knicks,W,107,87,18,8,W 1
"Wed, Dec 17, 2014",Detroit Pistons,W,117,106,19,8,W 2
"Sat, Dec 20, 2014",San Antonio Spurs,W,99,93,20,8,W 3
"Mon, Dec 22, 2014",Atlanta Hawks,L,102,105,20,9,L 1
"Tue, Dec 23, 2014",Phoenix Suns,L,115,124,20,10,L 2
