abbr,pts,opp_pts,wins,losses
CHO,118,103,36,28
CHO,125,109,37,28
CHO,96,107,37,29
CHO,107,99,38,29
CHO,109,106,39,29
CHO,93,101,39,30
CHO,91,88,40,30
CHO,105,100,41,30
CHO,105,112,41,31
CHO,115,91,42,31
CHO,100,85,43,31
CHO,100,91,44,31
CHO,103,112,44,32
CHO,90,96,44,33
CHO,111,97,45,33
CHO,113,99,46,33
CHO,98,113,46,34
CHO,114,100,47,34
CHO,117,103,48,34
CHO,91,123,0,1
CHO,103,115,0,2
CHO,96,80,1,2
CHO,89,85,2,2
CHO,90,88,3,2
CHO,90,97,3,3
CHO,73,106,3,4
CLE,95,97,0,1
CLE,106,76,1,1
CLE,102,92,2,1
CLE,107,100,3,1
CLE,96,86,4,1
CLE,108,102,5,1
CLE,101,97,6,1
CLE,118,114,7,1
CLE,90,84,8,1
CLE,105,108,8,2
CLE,99,104,8,3
CLE,115,100,9,3
CLE,109,97,10,3
CLE,117,103,11,3
CLE,99,103,11,4
CLE,95,90,12,4
CLE,90,88,13,4
CLE,85,97,13,5
CLE,108,114,13,6
CLE,84,99,13,7
CLE,105,100,14,7
CLE,111,76,15,7
CLE,89,77,16,7
CLE,104,100,17,7
CLE,108,86,18,7
CLE,91,84,19,7
CLE,83,89,19,8
CLE,76,105,19,9
CLE,101,97,20,9
CLE,93,87,21,9
CLE,104,79,22,9
CLE,122,100,23,9
CLE,121,115,24,9
CLE,125,99,25,9
CLE,95,85,26,9
CLE,110,107,27,9
CLE,95,99,27,10
CLE,91,77,28,10
CLE,98,132,28,11
CLE,91,78,29,11
CLE,115,102,30,11
CLE,83,96,30,12
CLE,114,107,31,12
CLE,115,93,32,12
CLE,114,106,33,12
CLE,117,103,34,12
CLE,111,106,35,12
CLE,97,106,35,13
CLE,103,104,35,14
CLE,99,84,36,14
CLE,120,100,37,14
CLE,120,111,38,14
CLE,106,95,39,14
CLE,115,92,40,14
CLE,88,96,40,15
CLE,114,103,41,15
CLE,97,99,41,16
CLE,99,113,41,17
CLE,100,96,42,17
CLE,108,83,43,17
CLE,120,103,44,17
CLE,103,106,44,18
CLE,120,111,45,18
CLE,120,108,46,18
CLE,114,90,47,18
CLE,85,94,47,19
CLE,99,98,48,19
CLE,109,103,49,19
CLE,101,122,49,20
CLE,124,91,50,20
CLE,113,104,51,20
CLE,95,104,51,21
CLE,107,93,52,21
CLE,100,106,52,22
CLE,107,87,53,22
CLE,110,108,54,22
CLE,112,103,55,22
CLE,109,80,56,22
CLE,109,123,56,23
CLE,102,105,56,24
CLE,109,94,57,24
CLE,110,112,57,25
CLE,106,101,1,0
CLE,107,90,2,0
CLE,101,91,3,0
CLE,100,98,4,0
CLE,104,93,5,0
CLE,123,98,6,0
CLE,121,108,7,0
CLE,100,99,8,0
CLE,115,84,9,0
CLE,108,89,10,0
CLE,84,99,10,1
CLE,99,105,10,2
CLE,116,78,11,2
CLE,113,87,12,2
CLE,89,104,12,3
CLE,77,110,12,4
CLE,120,90,13,4
CLE,97,108,13,5
CLE,112,97,14,5
CLE,115,101,15,5
CLE,93,89,16,5
DAL,111,95,1,0
DAL,88,104,1,1
DAL,103,93,2,1
DAL,91,102,2,2
DAL,94,108,2,3
DAL,107,98,3,3
DAL,105,120,3,4
DAL,118,108,4,4
DAL,90,82,5,4
DAL,110,98,6,4
DAL,92,86,7,4
DAL,106,102,8,4
DAL,102,93,9,4
DAL,114,117,9,5
DAL,96,110,9,6
DAL,83,88,9,7
DAL,92,81,10,7
DAL,98,112,10,8
DAL,115,112,11,8
DAL,96,100,11,9
DAL,116,104,12,9
DAL,104,97,13,9
DAL,95,98,13,10
DAL,111,114,13,11
DAL,104,94,14,11
DAL,81,107,14,12
DAL,97,88,15,12
DAL,99,103,15,13
DAL,119,118,16,13
DAL,118,111,17,13
DAL,103,93,18,13
DAL,114,91,19,13
DAL,82,106,19,14
DAL,98,105,19,15
DAL,117,116,20,15
DAL,100,91,21,15
DAL,95,96,21,16
DAL,93,87,22,16
DAL,107,110,22,17
DAL,89,108,22,18
DAL,83,77,23,18
DAL,83,112,23,19
DAL,118,113,24,19
DAL,106,94,25,19
DAL,106,109,25,20
DAL,104,115,25,21
DAL,92,90,26,21
DAL,107,127,26,22
DAL,91,79,27,22
DAL,91,78,28,22
DAL,97,112,28,23
DAL,90,93,28,24
DAL,90,116,28,25
DAL,114,110,29,25
DAL,119,121,29,26
DAL,104,110,29,27
DAL,129,103,30,27
DAL,103,116,30,28
DAL,122,116,31,28
DAL,128,101,32,28
DAL,121,108,33,28
DAL,101,104,33,29
DAL,114,116,33,30
DAL,90,109,33,31
DAL,96,102,33,32
DAL,105,112,33,33
DAL,107,96,34,33
DAL,98,99,34,34
DAL,112,130,34,35
DAL,132,120,35,35
DAL,103,109,35,36
DAL,120,128,35,37
DAL,111,133,35,38
DAL,97,88,36,38
DAL,91,89,37,38
DAL,98,89,38,38
DAL,88,78,39,38
DAL,88,86,40,38
DAL,103,93,41,38
DAL,91,98,41,39
DAL,101,92,42,39
DAL,91,96,42,40
DAL,70,108,0,1
DAL,85,84,1,1
DAL,102,131,1,2
DAL,108,119,1,3
DAL,104,118,1,4
DEN,105,85,1,0
DEN,78,95,1,1
DEN,93,117,1,2
DEN,120,109,2,2
DEN,84,96,2,3
DEN,104,119,2,4
DEN,108,104,3,4
DEN,103,102,4,4
DEN,107,98,5,4
DEN,81,105,5,5
DEN,115,98,6,5
DEN,98,109,6,6
DEN,107,114,6,7
DEN,105,118,6,8
DEN,94,111,6,9
DEN,80,91,6,10
DEN,81,92,6,11
DEN,74,92,6,12
DEN,90,99,6,13
DEN,106,105,7,13
DEN,108,105,8,13
DEN,74,85,8,14
DEN,111,108,9,14
DEN,114,108,10,14
DEN,112,100,11,14
DEN,88,97,11,15
DEN,125,130,11,16
DEN,107,111,11,17
DEN,104,96,12,17
DEN,86,101,12,18
DEN,112,122,12,19
DEN,87,93,12,20
DEN,103,110,12,21
DEN,108,111,12,22
DEN,106,112,12,23
DEN,78,74,13,23
DEN,84,91,13,24
DEN,95,92,14,24
DEN,112,110,15,24
DEN,95,98,15,25
DEN,129,126,16,25
DEN,104,110,16,26
DEN,101,102,16,27
DEN,104,101,17,27
DEN,105,119,17,28
DEN,103,111,17,29
DEN,117,113,18,29
DEN,105,109,18,30
DEN,112,93,19,30
DEN,81,85,19,31
DEN,115,110,20,31
DEN,101,96,21,31
DEN,104,105,21,32
DEN,103,92,22,32
DEN,110,116,22,33
DEN,101,121,22,34
DEN,110,114,22,35
DEN,87,81,23,35
DEN,116,122,23,36
DEN,96,103,23,37
DEN,117,107,24,37
DEN,120,121,24,38
DEN,116,114,25,38
DEN,110,94,26,38
DEN,116,98,27,38
DEN,116,100,28,38
DEN,119,124,28,39
DEN,110,116,28,40
DEN,98,116,28,41
DEN,101,93,29,41
DEN,91,124,29,42
DEN,104,103,30,42
DEN,116,105,31,42
DEN,90,105,31,43
DEN,88,97,31,44
DEN,109,105,32,44
DEN,95,101,32,45
DEN,106,115,32,46
DEN,102,124,32,47
DEN,102,98,33,47
DEN,84,100,33,48
DEN,99,107,33,49
DET,106,94,1,0
DET,92,87,2,0
DET,98,94,3,0
DET,82,94,3,1
DET,100,92,4,1
DET,120,103,5,1
DET,95,109,5,2
DET,92,101,5,3
DET,96,101,5,4
DET,85,97,5,5
DET,104,99,6,5
DET,96,86,7,5
DET,95,97,7,6
DET,88,109,7,7
DET,104,81,8,7
DET,87,103,8,8
DET,83,87,8,9
DET,116,105,9,9
DET,127,122,10,9
DET,102,95,11,9
DET,111,91,12,9
DET,84,104,12,10
DET,92,93,12,11
DET,107,95,13,11
DET,118,96,14,11
DET,103,105,14,12
DET,119,116,15,12
DET,147,144,16,12
DET,93,92,17,12
DET,100,107,17,13
DET,93,99,17,14
DET,96,108,17,15
DET,115,90,18,15
DET,82,94,18,16
DET,115,89,19,16
DET,99,94,20,16
DET,103,89,21,16
DET,99,109,21,17
DET,101,103,21,18
DET,113,95,22,18
DET,101,111,22,19
DET,123,114,23,19
DET,99,115,23,20
DET,101,104,23,21
DET,95,92,24,21
DET,110,97,25,21
DET,106,114,25,22
DET,107,111,25,23
DET,105,100,26,23
DET,95,102,26,24
DET,111,105,27,24
DET,104,112,27,25
DET,89,103,27,26
DET,92,103,27,27
DET,86,98,27,28
DET,106,111,27,29
DET,96,88,28,29
DET,111,91,29,29
DET,102,91,30,29
DET,114,101,31,29
DET,81,97,31,30
DET,89,102,31,31
DET,123,103,32,31
DET,102,96,33,31
DET,103,118,33,32
DET,125,111,34,32
DET,81,124,34,33
DET,114,118,34,34
DET,115,108,35,34
DET,115,103,36,34
DET,92,91,37,34
DET,118,102,38,34
DET,112,105,39,34
DET,95,112,39,35
DET,88,82,40,35
DET,89,98,40,36
DET,94,90,41,36
DET,89,107,41,37
DET,108,104,42,37
DET,112,99,43,37
DET,93,99,43,38
DET,112,110,44,38
DET,101,106,0,1
DET,90,107,0,2
DET,91,101,0,3
DET,98,100,0,4
GSW,111,95,1,0
GSW,112,92,2,0
GSW,134,120,3,0
GSW,119,69,4,0
GSW,112,108,5,0
GSW,119,104,6,0
GSW,103,94,7,0
GSW,109,95,8,0
GSW,100,84,9,0
GSW,129,116,10,0
GSW,107,99,11,0
GSW,115,110,12,0
GSW,124,117,13,0
GSW,106,94,14,0
GSW,118,105,15,0
GSW,111,77,16,0
GSW,135,116,17,0
GSW,120,101,18,0
GSW,106,103,19,0
GSW,116,99,20,0
GSW,112,109,21,0
GSW,114,98,22,0
GSW,131,123,23,0
GSW,124,119,24,0
GSW,95,108,24,1
GSW,128,103,25,1
GSW,121,112,26,1
GSW,103,85,27,1
GSW,89,83,28,1
GSW,122,103,29,1
GSW,91,114,29,2
GSW,114,110,30,2
GSW,111,108,31,2
GSW,111,101,32,2
GSW,109,88,33,2
GSW,128,108,34,2
GSW,128,116,35,2
GSW,111,103,36,2
GSW,110,112,36,3
GSW,116,98,37,3
GSW,95,113,37,4
GSW,132,98,38,4
GSW,125,94,39,4
GSW,122,110,40,4
GSW,120,90,41,4
GSW,127,107,42,4
GSW,108,105,43,4
GSW,116,95,44,4
GSW,134,121,45,4
GSW,116,108,46,4
GSW,123,110,47,4
GSW,112,104,48,4
GSW,105,137,48,5
GSW,115,112,49,5
GSW,102,92,50,5
GSW,118,112,51,5
GSW,130,114,52,5
GSW,121,118,53,5
GSW,109,105,54,5
GSW,121,106,55,5
GSW,95,112,55,6
GSW,119,113,56,6
GSW,115,94,57,6
GSW,128,112,58,6
GSW,123,116,59,6
GSW,125,107,60,6
GSW,121,85,61,6
GSW,130,112,62,6
GSW,79,87,62,7
GSW,109,104,63,7
GSW,114,98,64,7
GSW,128,120,65,7
GSW,117,105,66,7
GSW,102,94,67,7
GSW,103,96,68,7
GSW,106,109,68,8
GSW,136,111,69,8
GSW,117,124,69,9
GSW,112,101,70,9
GSW,100,99,71,9
GSW,92,86,72,9
GSW,125,104,73,9
GSW,104,78,1,0
GSW,115,106,2,0
GSW,96,97,2,1
GSW,121,94,3,1
GSW,114,81,4,1
GSW,118,106,5,1
GSW,110,99,6,1
GSW,108,120,6,2
GSW,132,125,7,2
GSW,125,121,8,2
GSW,102,108,8,3
GSW,118,91,9,3
GSW,105,133,9,4
GSW,94,118,9,5
GSW,120,111,10,5
GSW,108,101,11,5
GSW,96,88,12,5
GSW,104,89,13,5
GSW,110,77,14,5
GSW,90,120,14,6
GSW,108,97,15,6
GSW,97,112,15,7
GSW,101,115,15,8
GSW,89,93,15,9
HOU,85,105,0,1
HOU,92,112,0,2
HOU,89,109,0,3
HOU,110,105,1,3
HOU,119,114,2,3
HOU,116,110,3,3
HOU,109,105,4,3
HOU,98,106,4,4
HOU,98,107,4,5
HOU,98,110,4,6
HOU,95,111,4,7
HOU,108,103,5,7
HOU,84,96,5,8
HOU,102,107,5,9
HOU,93,102,5,10
HOU,116,114,6,10
HOU,116,111,7,10
HOU,105,116,7,11
HOU,108,101,8,11
HOU,100,96,9,11
HOU,120,113,10,11
HOU,105,110,10,12
HOU,109,103,11,12
HOU,126,97,12,12
HOU,108,114,12,13
HOU,97,107,12,14
HOU,107,87,13,14
HOU,107,97,14,14
HOU,102,95,15,14
HOU,101,104,15,15
HOU,88,84,16,15
HOU,108,110,16,16
HOU,115,121,16,17
HOU,110,114,16,18
HOU,103,121,16,19
HOU,93,91,17,19
HOU,103,94,18,19
HOU,107,103,19,19
HOU,107,91,20,19
HOU,107,104,21,19
HOU,77,91,21,20
HOU,112,95,22,20
HOU,132,140,22,21
HOU,114,123,22,22
HOU,102,98,23,22
HOU,115,104,24,22
HOU,112,111,25,22
HOU,99,130,25,23
HOU,108,116,25,24
HOU,122,123,25,25
HOU,115,102,26,25
HOU,111,105,27,25
HOU,79,96,27,26
HOU,110,123,27,27
HOU,103,116,27,28
HOU,116,100,28,28
HOU,114,117,28,29
HOU,119,105,29,29
HOU,94,104,29,30
HOU,121,128,29,31
HOU,100,95,30,31
HOU,100,108,30,32
HOU,113,107,31,32
HOU,118,104,32,32
HOU,102,98,33,32
HOU,109,125,33,33
HOU,130,81,34,33
HOU,106,122,34,34
HOU,116,111,35,34
HOU,97,109,35,35
HOU,107,111,35,36
HOU,87,89,35,37
HOU,112,109,36,37
HOU,101,104,36,38
HOU,106,100,37,38
HOU,100,103,37,39
HOU,118,110,38,39
HOU,86,88,38,40
HOU,115,124,38,41
HOU,130,110,39,41
HOU,129,105,40,41
HOU,116,81,41,41
HOU,78,104,0,1
HOU,106,115,0,2
HOU,97,96,1,2
HOU,94,121,1,3
HOU,81,114,1,4
IND,99,106,0,1
IND,103,112,0,2
IND,76,97,0,3
IND,94,82,1,3
IND,100,98,2,3
IND,90,87,3,3
IND,97,101,3,4
IND,97,84,4,4
IND,102,91,5,4
IND,107,103,6,4
IND,95,96,6,5
IND,112,85,7,5
IND,123,86,8,5
IND,123,106,9,5
IND,104,92,10,5
IND,107,103,11,5
IND,103,91,12,5
IND,111,123,12,6
IND,119,122,12,7
IND,123,131,12,8
IND,96,83,13,8
IND,96,118,13,9
IND,106,90,14,9
IND,107,81,15,9
IND,104,97,16,9
IND,84,96,16,10
IND,92,106,16,11
IND,106,108,16,12
IND,102,88,17,12
IND,93,87,18,12
IND,100,102,18,13
IND,116,120,18,14
IND,94,82,19,14
IND,100,103,19,15
IND,95,86,20,15
IND,91,86,21,15
IND,103,107,21,16
IND,116,97,22,16
IND,94,103,22,17
IND,104,118,22,18
IND,126,129,22,19
IND,97,94,23,19
IND,110,122,23,20
IND,97,108,23,21
IND,89,91,23,22
IND,111,92,24,22
IND,109,105,25,22
IND,106,111,25,23
IND,114,100,26,23
IND,96,102,26,24
IND,112,104,27,24
IND,89,87,28,24
IND,95,117,28,25
IND,101,98,29,25
IND,105,102,30,25
IND,93,101,30,26
IND,108,105,31,26
IND,95,96,31,27
IND,102,111,31,28
IND,96,100,31,29
IND,104,99,32,29
IND,101,108,32,30
IND,100,99,33,30
IND,99,91,34,30
IND,112,105,35,30
IND,75,104,35,31
IND,103,98,36,31
IND,94,101,36,32
IND,111,115,36,33
IND,91,75,37,33
IND,92,84,38,33
IND,110,120,38,34
IND,104,101,39,34
IND,96,98,39,35
IND,94,114,39,36
IND,115,102,40,36
IND,92,87,41,36
IND,123,109,42,36
IND,98,111,42,37
IND,129,105,43,37
IND,102,90,44,37
IND,97,92,45,37
IND,100,90,1,0
IND,87,98,1,1
IND,85,101,1,2
IND,100,83,2,2
IND,99,102,2,3
IND,101,83,3,3
IND,84,89,3,4
LAC,111,104,1,0
LAC,104,88,2,0
LAC,114,109,3,0
LAC,102,96,4,0
LAC,108,112,4,1
LAC,105,109,4,2
LAC,94,92,5,2
LAC,108,118,5,3
LAC,104,118,5,4
LAC,101,96,6,4
LAC,117,124,6,5
LAC,91,102,6,6
LAC,80,91,6,7
LAC,111,94,7,7
LAC,91,102,7,8
LAC,111,90,8,8
LAC,107,99,9,8
LAC,102,87,10,8
LAC,91,103,10,9
LAC,103,101,11,9
LAC,110,106,12,9
LAC,109,95,13,9
LAC,80,83,13,10
LAC,105,100,14,10
LAC,105,103,15,10
LAC,103,90,16,10
LAC,107,115,16,11
LAC,97,107,16,12
LAC,99,100,16,13
LAC,94,84,17,13
LAC,109,104,18,13
LAC,108,91,19,13
LAC,122,117,20,13
LAC,95,89,21,13
LAC,130,99,22,13
LAC,109,98,23,13
LAC,97,83,24,13
LAC,114,111,25,13
LAC,104,90,26,13
LAC,103,110,26,14
LAC,140,132,27,14
LAC,102,115,27,15
LAC,116,88,28,15
LAC,94,112,28,16
LAC,91,89,29,16
LAC,85,83,30,16
LAC,105,93,31,16
LAC,120,93,32,16
LAC,102,108,32,17
LAC,107,93,33,17
LAC,100,93,34,17
LAC,98,92,35,17
LAC,134,139,35,18
LAC,105,86,36,18
LAC,112,115,36,19
LAC,124,84,37,19
LAC,81,87,37,20
LAC,117,107,38,20
LAC,105,95,39,20
LAC,103,98,40,20
LAC,97,107,40,21
LAC,109,90,41,21
LAC,108,120,41,22
LAC,101,94,42,22
LAC,90,114,42,23
LAC,87,108,42,24
LAC,122,106,43,24
LAC,102,113,43,25
LAC,105,109,43,26
LAC,98,114,43,27
LAC,96,94,44,27
LAC,105,90,45,27
LAC,114,90,46,27
LAC,99,79,47,27
LAC,117,119,47,28
LAC,114,109,48,28
LAC,103,81,49,28
LAC,91,81,50,28
LAC,102,99,51,28
LAC,98,91,52,28
LAC,110,84,53,28
LAC,105,114,53,29
LAC,115,95,1,0
LAC,102,81,2,0
LAC,88,96,2,1
LAC,84,98,2,2
LAC,98,108,2,3
LAC,103,106,2,4
LAL,111,112,0,1
LAL,114,132,0,2
LAL,93,103,0,3
LAL,109,120,0,4
LAL,104,98,1,4
LAL,95,99,1,5
LAL,88,101,1,6
LAL,99,101,1,7
LAL,82,90,1,8
LAL,97,85,2,8
LAL,101,120,2,9
LAL,91,102,2,10
LAL,93,107,2,11
LAL,77,111,2,12
LAL,96,108,2,13
LAL,103,107,2,14
LAL,91,103,2,15
